"coalition","slot","assignment"
"MORENA/PT/PVEM",1328,"T2"
"MORENA/PT/PVEM",1329,"T1"
"MORENA/PT/PVEM",1330,"T4"
"MORENA/PT/PVEM",1331,"control"
"MORENA/PT/PVEM",1332,"control2"
"MORENA/PT/PVEM",1333,"T3"
"MORENA/PT/PVEM",1334,"T4"
"MORENA/PT/PVEM",1335,"T1"
"MORENA/PT/PVEM",1336,"T2"
"MORENA/PT/PVEM",1337,"T2"
"MORENA/PT/PVEM",1338,"T3"
"MORENA/PT/PVEM",1339,"T4"
"MORENA/PT/PVEM",1340,"control"
"MORENA/PT/PVEM",1341,"T3"
"MORENA/PT/PVEM",1342,"T4"
"MORENA/PT/PVEM",1343,"control"
"MORENA/PT/PVEM",1344,"T2"
"MORENA/PT/PVEM",1345,"T2"
"MORENA/PT/PVEM",1346,"control"
"MORENA/PT/PVEM",1347,"T4"
"MORENA/PT/PVEM",1348,"T3"
"MORENA/PT/PVEM",1349,"control2"
"MORENA/PT/PVEM",1350,"T1"
"MORENA/PT/PVEM",1351,"control"
"MORENA/PT/PVEM",1352,"T3"
"MORENA/PT/PVEM",1353,"control"
"MORENA/PT/PVEM",1354,"T4"
"MORENA/PT/PVEM",1355,"control2"
"MORENA/PT/PVEM",1356,"T3"
"MORENA/PT/PVEM",1357,"T2"
"MORENA/PT/PVEM",1358,"T1"
"MORENA/PT/PVEM",1359,"T2"
"MORENA/PT/PVEM",1360,"T4"
"MORENA/PT/PVEM",1361,"T2"
"MORENA/PT/PVEM",1362,"T3"
"MORENA/PT/PVEM",1363,"control2"
"MORENA/PT/PVEM",1364,"T1"
"MORENA/PT/PVEM",1365,"T4"
"MORENA/PT/PVEM",1366,"control"
"MORENA/PT/PVEM",1367,"T3"
"MORENA/PT/PVEM",1368,"T4"
"MORENA/PT/PVEM",1369,"T2"
"MORENA/PT/PVEM",1370,"control"
"MORENA/PT/PVEM",1371,"T3"
"MORENA/PT/PVEM",1372,"T3"
"MORENA/PT/PVEM",1373,"T1"
"MORENA/PT/PVEM",1374,"control"
"MORENA/PT/PVEM",1375,"T4"
"MORENA/PT/PVEM",1376,"T4"
"MORENA/PT/PVEM",1377,"control2"
"MORENA/PT/PVEM",1378,"T2"
"MORENA/PT/PVEM",1379,"control"
"MORENA/PT/PVEM",1380,"T2"
"MORENA/PT/PVEM",1381,"T4"
"MORENA/PT/PVEM",1382,"control"
"MORENA/PT/PVEM",1383,"T2"
"MORENA/PT/PVEM",1384,"T3"
"MORENA/PT/PVEM",1385,"control2"
"MORENA/PT/PVEM",1386,"T3"
"MORENA/PT/PVEM",1387,"T1"
"MORENA/PT/PVEM",1388,"T4"
"MORENA/PT/PVEM",1389,"T2"
"MORENA/PT/PVEM",1390,"control"
"MORENA/PT/PVEM",1391,"T2"
"MORENA/PT/PVEM",1392,"control2"
"MORENA/PT/PVEM",1393,"T1"
"MORENA/PT/PVEM",1394,"control"
"MORENA/PT/PVEM",1395,"T3"
"MORENA/PT/PVEM",1396,"T4"
"MORENA/PT/PVEM",1397,"T3"
"MORENA/PT/PVEM",1398,"T4"
"MORENA/PT/PVEM",1399,"T2"
"MORENA/PT/PVEM",1400,"control"
"MORENA/PT/PVEM",1401,"T2"
"MORENA/PT/PVEM",1402,"T2"
"MORENA/PT/PVEM",1403,"T1"
"MORENA/PT/PVEM",1404,"control"
"MORENA/PT/PVEM",1405,"control"
"MORENA/PT/PVEM",1406,"T3"
"MORENA/PT/PVEM",1407,"T4"
"MORENA/PT/PVEM",1408,"control2"
"MORENA/PT/PVEM",1409,"T3"
"MORENA/PT/PVEM",1410,"T4"
"MORENA/PT/PVEM",1411,"T4"
"MORENA/PT/PVEM",1412,"T4"
"MORENA/PT/PVEM",1413,"T1"
"MORENA/PT/PVEM",1414,"control"
"MORENA/PT/PVEM",1415,"T2"
"MORENA/PT/PVEM",1416,"T3"
"MORENA/PT/PVEM",1417,"T3"
"MORENA/PT/PVEM",1418,"T2"
"MORENA/PT/PVEM",1419,"control2"
"MORENA/PT/PVEM",1420,"control"
"MORENA/PT/PVEM",1421,"T3"
"MORENA/PT/PVEM",1422,"T3"
"MORENA/PT/PVEM",1423,"T4"
"MORENA/PT/PVEM",1424,"control"
"MORENA/PT/PVEM",1425,"T2"
"MORENA/PT/PVEM",1426,"control"
"MORENA/PT/PVEM",1427,"T4"
"MORENA/PT/PVEM",1428,"control2"
"MORENA/PT/PVEM",1429,"T1"
"MORENA/PT/PVEM",1430,"T2"
"MORENA/PT/PVEM",1431,"T3"
"MORENA/PT/PVEM",1432,"T4"
"MORENA/PT/PVEM",1433,"T3"
"MORENA/PT/PVEM",1434,"T2"
"MORENA/PT/PVEM",1435,"T4"
"MORENA/PT/PVEM",1436,"control2"
"MORENA/PT/PVEM",1437,"T2"
"MORENA/PT/PVEM",1438,"control"
"MORENA/PT/PVEM",1439,"control"
"MORENA/PT/PVEM",1440,"T1"
"MORENA/PT/PVEM",1441,"control"
"MORENA/PT/PVEM",1442,"T3"
"MORENA/PT/PVEM",1443,"T4"
"MORENA/PT/PVEM",1444,"T4"
"MORENA/PT/PVEM",1445,"T2"
"MORENA/PT/PVEM",1446,"control"
"MORENA/PT/PVEM",1447,"T2"
"MORENA/PT/PVEM",1448,"T1"
"MORENA/PT/PVEM",1449,"control2"
"MORENA/PT/PVEM",1450,"T3"
"MORENA/PT/PVEM",1451,"control2"
"MORENA/PT/PVEM",1452,"T3"
"MORENA/PT/PVEM",1453,"T3"
"MORENA/PT/PVEM",1454,"control"
"MORENA/PT/PVEM",1455,"control"
"MORENA/PT/PVEM",1456,"T4"
"MORENA/PT/PVEM",1457,"T2"
"MORENA/PT/PVEM",1458,"T4"
"MORENA/PT/PVEM",1459,"T1"
"MORENA/PT/PVEM",1460,"T2"
"MORENA/PT/PVEM",1461,"T2"
"MORENA/PT/PVEM",1462,"T3"
"MORENA/PT/PVEM",1463,"T1"
"MORENA/PT/PVEM",1464,"T3"
"MORENA/PT/PVEM",1465,"T4"
"MORENA/PT/PVEM",1466,"control"
"MORENA/PT/PVEM",1467,"T4"
"MORENA/PT/PVEM",1468,"control"
"MORENA/PT/PVEM",1469,"T2"
"MORENA/PT/PVEM",1470,"control2"
"MORENA/PT/PVEM",1471,"control"
"MORENA/PT/PVEM",1472,"T4"
"MORENA/PT/PVEM",1473,"control"
"MORENA/PT/PVEM",1474,"control2"
"MORENA/PT/PVEM",1475,"T2"
"MORENA/PT/PVEM",1476,"T4"
"MORENA/PT/PVEM",1477,"T2"
"MORENA/PT/PVEM",1478,"T3"
"MORENA/PT/PVEM",1479,"T1"
"MORENA/PT/PVEM",1480,"T3"
"MORENA/PT/PVEM",1481,"T4"
"MORENA/PT/PVEM",1482,"T1"
"MORENA/PT/PVEM",1483,"T2"
"MORENA/PT/PVEM",1484,"T4"
"MORENA/PT/PVEM",1485,"T2"
"MORENA/PT/PVEM",1486,"control2"
"MORENA/PT/PVEM",1487,"control"
"MORENA/PT/PVEM",1488,"T3"
"MORENA/PT/PVEM",1489,"control"
"MORENA/PT/PVEM",1490,"T3"
"MORENA/PT/PVEM",1491,"T3"
"MORENA/PT/PVEM",1492,"control"
"MORENA/PT/PVEM",1493,"T1"
"MORENA/PT/PVEM",1494,"T4"
"MORENA/PT/PVEM",1495,"control2"
"MORENA/PT/PVEM",1496,"control"
"MORENA/PT/PVEM",1497,"T2"
"MORENA/PT/PVEM",1498,"T4"
"MORENA/PT/PVEM",1499,"T3"
"MORENA/PT/PVEM",1500,"T2"
"MORENA/PT/PVEM",1501,"control"
"MORENA/PT/PVEM",1502,"T1"
"MORENA/PT/PVEM",1503,"T4"
"MORENA/PT/PVEM",1504,"T2"
"MORENA/PT/PVEM",1505,"T3"
"MORENA/PT/PVEM",1506,"T2"
"MORENA/PT/PVEM",1507,"control2"
"MORENA/PT/PVEM",1508,"control"
"MORENA/PT/PVEM",1509,"T3"
"MORENA/PT/PVEM",1510,"T4"
"MORENA/PT/PVEM",1511,"T1"
"MORENA/PT/PVEM",1512,"T4"
"MORENA/PT/PVEM",1513,"control"
"MORENA/PT/PVEM",1514,"control2"
"MORENA/PT/PVEM",1515,"T3"
"MORENA/PT/PVEM",1516,"T4"
"MORENA/PT/PVEM",1517,"control"
"MORENA/PT/PVEM",1518,"T3"
"MORENA/PT/PVEM",1519,"T2"
"MORENA/PT/PVEM",1520,"T2"
"MORENA/PT/PVEM",1521,"T3"
"MORENA/PT/PVEM",1522,"T3"
"MORENA/PT/PVEM",1523,"T4"
"MORENA/PT/PVEM",1524,"T2"
"MORENA/PT/PVEM",1525,"T4"
"MORENA/PT/PVEM",1526,"control"
"MORENA/PT/PVEM",1527,"T1"
"MORENA/PT/PVEM",1528,"control2"
"MORENA/PT/PVEM",1529,"control"
"MORENA/PT/PVEM",1530,"T2"
"MORENA/PT/PVEM",1531,"control"
"MORENA/PT/PVEM",1532,"T2"
"MORENA/PT/PVEM",1533,"control"
"MORENA/PT/PVEM",1534,"T4"
"MORENA/PT/PVEM",1535,"T2"
"MORENA/PT/PVEM",1536,"T3"
"MORENA/PT/PVEM",1537,"T4"
"MORENA/PT/PVEM",1538,"T1"
"MORENA/PT/PVEM",1539,"control2"
"MORENA/PT/PVEM",1540,"T3"
"MORENA/PT/PVEM",1541,"T3"
"MORENA/PT/PVEM",1542,"T2"
"MORENA/PT/PVEM",1543,"control2"
"MORENA/PT/PVEM",1544,"control"
"MORENA/PT/PVEM",1545,"T1"
"MORENA/PT/PVEM",1546,"T4"
"MORENA/PT/PVEM",1547,"T3"
"MORENA/PT/PVEM",1548,"T2"
"MORENA/PT/PVEM",1549,"control"
"MORENA/PT/PVEM",1550,"T4"
"MORENA/PT/PVEM",1551,"control"
"MORENA/PT/PVEM",1552,"T4"
"MORENA/PT/PVEM",1553,"control"
"MORENA/PT/PVEM",1554,"T4"
"MORENA/PT/PVEM",1555,"T1"
"MORENA/PT/PVEM",1556,"T3"
"MORENA/PT/PVEM",1557,"T2"
"MORENA/PT/PVEM",1558,"T2"
"MORENA/PT/PVEM",1559,"control2"
"MORENA/PT/PVEM",1560,"T3"
"MORENA/PT/PVEM",1561,"T4"
"MORENA/PT/PVEM",1562,"T3"
"MORENA/PT/PVEM",1563,"T4"
"MORENA/PT/PVEM",1564,"control"
"MORENA/PT/PVEM",1565,"control2"
"MORENA/PT/PVEM",1566,"control"
"MORENA/PT/PVEM",1567,"T1"
"MORENA/PT/PVEM",1568,"T3"
"MORENA/PT/PVEM",1569,"T2"
"MORENA/PT/PVEM",1570,"T2"
"MORENA/PT/PVEM",1571,"T4"
"MORENA/PT/PVEM",1572,"T2"
"MORENA/PT/PVEM",1573,"T3"
"MORENA/PT/PVEM",1574,"T1"
"MORENA/PT/PVEM",1575,"control2"
"MORENA/PT/PVEM",1576,"T2"
"MORENA/PT/PVEM",1577,"T3"
"MORENA/PT/PVEM",1578,"control"
"MORENA/PT/PVEM",1579,"control"
"MORENA/PT/PVEM",1580,"T4"
"MORENA/PT/PVEM",1581,"T1"
"MORENA/PT/PVEM",1582,"T3"
"MORENA/PT/PVEM",1583,"control2"
"MORENA/PT/PVEM",1584,"control"
"MORENA/PT/PVEM",1585,"T2"
"MORENA/PT/PVEM",1586,"T2"
"MORENA/PT/PVEM",1587,"control"
"MORENA/PT/PVEM",1588,"T4"
"MORENA/PT/PVEM",1589,"T4"
"MORENA/PT/PVEM",1590,"T3"
"MORENA/PT/PVEM",1591,"T2"
"MORENA/PT/PVEM",1592,"T1"
"MORENA/PT/PVEM",1593,"control"
"MORENA/PT/PVEM",1594,"T3"
"MORENA/PT/PVEM",1595,"T4"
"MORENA/PT/PVEM",1596,"T2"
"MORENA/PT/PVEM",1597,"control2"
"MORENA/PT/PVEM",1598,"T3"
"MORENA/PT/PVEM",1599,"T4"
"MORENA/PT/PVEM",1600,"control"
"MORENA/PT/PVEM",1601,"control2"
"MORENA/PT/PVEM",1602,"T1"
"MORENA/PT/PVEM",1603,"T2"
"MORENA/PT/PVEM",1604,"T4"
"MORENA/PT/PVEM",1605,"T3"
"MORENA/PT/PVEM",1606,"T2"
"MORENA/PT/PVEM",1607,"T3"
"MORENA/PT/PVEM",1608,"T4"
"MORENA/PT/PVEM",1609,"control"
"MORENA/PT/PVEM",1610,"control"
"MORENA/PT/PVEM",1611,"T4"
"MORENA/PT/PVEM",1612,"T3"
"MORENA/PT/PVEM",1613,"T3"
"MORENA/PT/PVEM",1614,"control"
"MORENA/PT/PVEM",1615,"control2"
"MORENA/PT/PVEM",1616,"T2"
"MORENA/PT/PVEM",1617,"T1"
"MORENA/PT/PVEM",1618,"control"
"MORENA/PT/PVEM",1619,"T2"
"MORENA/PT/PVEM",1620,"T4"
"MORENA/PT/PVEM",1621,"T4"
"MORENA/PT/PVEM",1622,"T2"
"MORENA/PT/PVEM",1623,"T2"
"MORENA/PT/PVEM",1624,"control"
"MORENA/PT/PVEM",1625,"T4"
"MORENA/PT/PVEM",1626,"T1"
"MORENA/PT/PVEM",1627,"T3"
"MORENA/PT/PVEM",1628,"control2"
"MORENA/PT/PVEM",1629,"T3"
"MORENA/PT/PVEM",1630,"control"
"MORENA/PT/PVEM",1631,"T3"
"MORENA/PT/PVEM",1632,"control"
"MORENA/PT/PVEM",1633,"control"
"MORENA/PT/PVEM",1634,"T2"
"MORENA/PT/PVEM",1635,"T4"
"MORENA/PT/PVEM",1636,"control2"
"MORENA/PT/PVEM",1637,"T2"
"MORENA/PT/PVEM",1638,"T3"
"MORENA/PT/PVEM",1639,"T4"
"MORENA/PT/PVEM",1640,"T1"
"MORENA/PT/PVEM",1641,"T2"
"MORENA/PT/PVEM",1642,"T3"
"MORENA/PT/PVEM",1643,"T3"
"MORENA/PT/PVEM",1644,"T4"
"MORENA/PT/PVEM",1645,"control"
"MORENA/PT/PVEM",1646,"T2"
"MORENA/PT/PVEM",1647,"T1"
"MORENA/PT/PVEM",1648,"control"
"MORENA/PT/PVEM",1649,"control2"
"MORENA/PT/PVEM",1650,"T4"
"MORENA/PT/PVEM",1651,"control"
"MORENA/PT/PVEM",1652,"control"
"MORENA/PT/PVEM",1653,"control2"
"MORENA/PT/PVEM",1654,"T2"
"MORENA/PT/PVEM",1655,"T3"
"MORENA/PT/PVEM",1656,"T1"
"MORENA/PT/PVEM",1657,"T3"
"MORENA/PT/PVEM",1658,"T4"
"MORENA/PT/PVEM",1659,"T4"
"MORENA/PT/PVEM",1660,"T2"
"MORENA/PT/PVEM",1661,"T4"
"MORENA/PT/PVEM",1662,"T2"
"MORENA/PT/PVEM",1663,"T4"
"MORENA/PT/PVEM",1664,"T3"
"MORENA/PT/PVEM",1665,"T1"
"MORENA/PT/PVEM",1666,"control"
"MORENA/PT/PVEM",1667,"T2"
"MORENA/PT/PVEM",1668,"T3"
"MORENA/PT/PVEM",1669,"control"
"MORENA/PT/PVEM",1670,"control2"
"MORENA/PT/PVEM",1671,"T4"
"MORENA/PT/PVEM",1672,"T1"
"MORENA/PT/PVEM",1673,"T3"
"MORENA/PT/PVEM",1674,"T3"
"MORENA/PT/PVEM",1675,"control"
"MORENA/PT/PVEM",1676,"T2"
"MORENA/PT/PVEM",1677,"control"
"MORENA/PT/PVEM",1678,"T4"
"MORENA/PT/PVEM",1679,"control2"
"MORENA/PT/PVEM",1680,"T2"
"MORENA/PT/PVEM",1681,"T4"
"MORENA/PT/PVEM",1682,"T3"
"MORENA/PT/PVEM",1683,"T4"
"MORENA/PT/PVEM",1684,"control"
"MORENA/PT/PVEM",1685,"T2"
"MORENA/PT/PVEM",1686,"T2"
"MORENA/PT/PVEM",1687,"T1"
"MORENA/PT/PVEM",1688,"control2"
"MORENA/PT/PVEM",1689,"T3"
"MORENA/PT/PVEM",1690,"control"
"MORENA/PT/PVEM",1691,"T3"
"MORENA/PT/PVEM",1692,"T4"
"MORENA/PT/PVEM",1693,"control2"
"MORENA/PT/PVEM",1694,"T3"
"MORENA/PT/PVEM",1695,"T2"
"MORENA/PT/PVEM",1696,"T1"
"MORENA/PT/PVEM",1697,"T4"
"MORENA/PT/PVEM",1698,"control"
"MORENA/PT/PVEM",1699,"T2"
"MORENA/PT/PVEM",1700,"control"
"MORENA/PT/PVEM",1701,"T2"
"MORENA/PT/PVEM",1702,"control2"
"MORENA/PT/PVEM",1703,"T4"
"MORENA/PT/PVEM",1704,"control"
"MORENA/PT/PVEM",1705,"T3"
"MORENA/PT/PVEM",1706,"T3"
"MORENA/PT/PVEM",1707,"T1"
"MORENA/PT/PVEM",1708,"T2"
"MORENA/PT/PVEM",1709,"T4"
"MORENA/PT/PVEM",1710,"control"
"MORENA/PT/PVEM",1711,"T2"
"MORENA/PT/PVEM",1712,"T4"
"MORENA/PT/PVEM",1713,"control"
"MORENA/PT/PVEM",1714,"T1"
"MORENA/PT/PVEM",1715,"T4"
"MORENA/PT/PVEM",1716,"T3"
"MORENA/PT/PVEM",1717,"control2"
"MORENA/PT/PVEM",1718,"control"
"MORENA/PT/PVEM",1719,"T2"
"MORENA/PT/PVEM",1720,"T3"
"MORENA/PT/PVEM",1721,"T3"
"MORENA/PT/PVEM",1722,"T4"
"MORENA/PT/PVEM",1723,"control"
"MORENA/PT/PVEM",1724,"T2"
"MORENA/PT/PVEM",1725,"control2"
"MORENA/PT/PVEM",1726,"T1"
"MORENA/PT/PVEM",1727,"T2"
"MORENA/PT/PVEM",1728,"T3"
"MORENA/PT/PVEM",1729,"T4"
"MORENA/PT/PVEM",1730,"control"
"MORENA/PT/PVEM",1731,"T2"
"MORENA/PT/PVEM",1732,"control"
"MORENA/PT/PVEM",1733,"control"
"MORENA/PT/PVEM",1734,"T2"
"MORENA/PT/PVEM",1735,"T1"
"MORENA/PT/PVEM",1736,"T3"
"MORENA/PT/PVEM",1737,"T4"
"MORENA/PT/PVEM",1738,"control2"
"MORENA/PT/PVEM",1739,"T3"
"MORENA/PT/PVEM",1740,"T4"
"MORENA/PT/PVEM",1741,"T3"
"MORENA/PT/PVEM",1742,"T4"
"MORENA/PT/PVEM",1743,"control"
"MORENA/PT/PVEM",1744,"T1"
"MORENA/PT/PVEM",1745,"control"
"MORENA/PT/PVEM",1746,"T4"
"MORENA/PT/PVEM",1747,"T2"
"MORENA/PT/PVEM",1748,"T2"
"MORENA/PT/PVEM",1749,"T3"
"MORENA/PT/PVEM",1750,"control2"
"MORENA/PT/PVEM",1751,"T1"
"MORENA/PT/PVEM",1752,"T3"
"MORENA/PT/PVEM",1753,"control2"
"MORENA/PT/PVEM",1754,"T2"
"MORENA/PT/PVEM",1755,"T3"
"MORENA/PT/PVEM",1756,"T4"
"MORENA/PT/PVEM",1757,"T2"
"MORENA/PT/PVEM",1758,"T4"
"MORENA/PT/PVEM",1759,"control"
"MORENA/PT/PVEM",1760,"control"
"MORENA/PT/PVEM",1761,"T1"
"MORENA/PT/PVEM",1762,"T3"
"MORENA/PT/PVEM",1763,"T4"
"MORENA/PT/PVEM",1764,"T4"
"MORENA/PT/PVEM",1765,"T3"
"MORENA/PT/PVEM",1766,"T2"
"MORENA/PT/PVEM",1767,"control"
"MORENA/PT/PVEM",1768,"T2"
"MORENA/PT/PVEM",1769,"control2"
"MORENA/PT/PVEM",1770,"control"
"MORENA/PT/PVEM",1771,"T2"
"MORENA/PT/PVEM",1772,"T1"
"MORENA/PT/PVEM",1773,"T4"
"MORENA/PT/PVEM",1774,"control2"
"MORENA/PT/PVEM",1775,"T3"
"MORENA/PT/PVEM",1776,"T4"
"MORENA/PT/PVEM",1777,"T3"
"MORENA/PT/PVEM",1778,"control"
"MORENA/PT/PVEM",1779,"T2"
"MORENA/PT/PVEM",1780,"control"
"MORENA/PT/PVEM",1781,"T2"
"MORENA/PT/PVEM",1782,"control"
"MORENA/PT/PVEM",1783,"T2"
"MORENA/PT/PVEM",1784,"T4"
"MORENA/PT/PVEM",1785,"control2"
"MORENA/PT/PVEM",1786,"T3"
"MORENA/PT/PVEM",1787,"T1"
"MORENA/PT/PVEM",1788,"T3"
"MORENA/PT/PVEM",1789,"control"
"MORENA/PT/PVEM",1790,"T4"
"MORENA/PT/PVEM",1791,"control"
"MORENA/PT/PVEM",1792,"T4"
"MORENA/PT/PVEM",1793,"T3"
"MORENA/PT/PVEM",1794,"control2"
"MORENA/PT/PVEM",1795,"T2"
"MORENA/PT/PVEM",1796,"T2"
"MORENA/PT/PVEM",1797,"control"
"MORENA/PT/PVEM",1798,"T1"
"MORENA/PT/PVEM",1799,"T3"
"MORENA/PT/PVEM",1800,"T4"
"MORENA/PT/PVEM",1801,"control"
"MORENA/PT/PVEM",1802,"T1"
"MORENA/PT/PVEM",1803,"T3"
"MORENA/PT/PVEM",1804,"T2"
"MORENA/PT/PVEM",1805,"control2"
"MORENA/PT/PVEM",1806,"control"
"MORENA/PT/PVEM",1807,"T2"
"MORENA/PT/PVEM",1808,"T4"
"MORENA/PT/PVEM",1809,"T4"
"MORENA/PT/PVEM",1810,"T3"
"MORENA/PT/PVEM",1811,"T4"
"MORENA/PT/PVEM",1812,"T2"
"MORENA/PT/PVEM",1813,"T2"
"MORENA/PT/PVEM",1814,"control2"
"MORENA/PT/PVEM",1815,"T1"
"MORENA/PT/PVEM",1816,"control"
"MORENA/PT/PVEM",1817,"T3"
"MORENA/PT/PVEM",1818,"control"
"MORENA/PT/PVEM",1819,"T3"
"MORENA/PT/PVEM",1820,"T4"
"MORENA/PT/PVEM",1821,"control"
"MORENA/PT/PVEM",1822,"control"
"MORENA/PT/PVEM",1823,"control2"
"MORENA/PT/PVEM",1824,"T3"
"MORENA/PT/PVEM",1825,"T4"
"MORENA/PT/PVEM",1826,"T3"
"MORENA/PT/PVEM",1827,"T2"
"MORENA/PT/PVEM",1828,"T2"
"MORENA/PT/PVEM",1829,"T4"
"MORENA/PT/PVEM",1830,"T1"
"MORENA/PT/PVEM",1831,"control"
"MORENA/PT/PVEM",1832,"T4"
"MORENA/PT/PVEM",1833,"control2"
"MORENA/PT/PVEM",1834,"T2"
"MORENA/PT/PVEM",1835,"T3"
"MORENA/PT/PVEM",1836,"control"
"MORENA/PT/PVEM",1837,"T3"
"MORENA/PT/PVEM",1838,"T1"
"MORENA/PT/PVEM",1839,"T4"
"MORENA/PT/PVEM",1840,"T2"
"MORENA/PT/PVEM",1841,"T2"
"MORENA/PT/PVEM",1842,"T4"
"MORENA/PT/PVEM",1843,"control"
"MORENA/PT/PVEM",1844,"T1"
"MORENA/PT/PVEM",1845,"control2"
"MORENA/PT/PVEM",1846,"T4"
"MORENA/PT/PVEM",1847,"control"
"MORENA/PT/PVEM",1848,"T2"
"MORENA/PT/PVEM",1849,"T3"
"MORENA/PT/PVEM",1850,"T3"
"MORENA/PT/PVEM",1851,"T3"
"MORENA/PT/PVEM",1852,"T1"
"MORENA/PT/PVEM",1853,"control"
"MORENA/PT/PVEM",1854,"T4"
"MORENA/PT/PVEM",1855,"T4"
"MORENA/PT/PVEM",1856,"T3"
"MORENA/PT/PVEM",1857,"T2"
"MORENA/PT/PVEM",1858,"control2"
"MORENA/PT/PVEM",1859,"T2"
"MORENA/PT/PVEM",1860,"control"
"MORENA/PT/PVEM",1861,"control2"
"MORENA/PT/PVEM",1862,"T3"
"MORENA/PT/PVEM",1863,"T4"
"MORENA/PT/PVEM",1864,"T4"
"MORENA/PT/PVEM",1865,"control"
"MORENA/PT/PVEM",1866,"T2"
"MORENA/PT/PVEM",1867,"T2"
"MORENA/PT/PVEM",1868,"control"
"MORENA/PT/PVEM",1869,"T3"
"MORENA/PT/PVEM",1870,"T1"
"MORENA/PT/PVEM",1871,"T1"
"MORENA/PT/PVEM",1872,"control2"
"MORENA/PT/PVEM",1873,"T3"
"MORENA/PT/PVEM",1874,"T2"
"MORENA/PT/PVEM",1875,"T2"
"MORENA/PT/PVEM",1876,"T4"
"MORENA/PT/PVEM",1877,"T4"
"MORENA/PT/PVEM",1878,"T3"
"MORENA/PT/PVEM",1879,"control"
"MORENA/PT/PVEM",1880,"control"
"MORENA/PT/PVEM",1881,"control"
"MORENA/PT/PVEM",1882,"control2"
"MORENA/PT/PVEM",1883,"T2"
"MORENA/PT/PVEM",1884,"T4"
"MORENA/PT/PVEM",1885,"T2"
"MORENA/PT/PVEM",1886,"control"
"MORENA/PT/PVEM",1887,"T3"
"MORENA/PT/PVEM",1888,"T1"
"MORENA/PT/PVEM",1889,"T3"
"MORENA/PT/PVEM",1890,"T4"
"MORENA/PT/PVEM",1891,"control"
"MORENA/PT/PVEM",1892,"T4"
"MORENA/PT/PVEM",1893,"T3"
"MORENA/PT/PVEM",1894,"T2"
"MORENA/PT/PVEM",1895,"T3"
"MORENA/PT/PVEM",1896,"T4"
"MORENA/PT/PVEM",1897,"control"
"MORENA/PT/PVEM",1898,"control2"
"MORENA/PT/PVEM",1899,"T2"
"MORENA/PT/PVEM",1900,"T1"
"MORENA/PT/PVEM",1901,"T2"
"MORENA/PT/PVEM",1902,"T4"
"MORENA/PT/PVEM",1903,"control"
"MORENA/PT/PVEM",1904,"control2"
"MORENA/PT/PVEM",1905,"T3"
"MORENA/PT/PVEM",1906,"control"
"MORENA/PT/PVEM",1907,"T2"
"MORENA/PT/PVEM",1908,"T3"
"MORENA/PT/PVEM",1909,"T1"
"MORENA/PT/PVEM",1910,"T4"
"MORENA/PT/PVEM",1911,"T4"
"MORENA/PT/PVEM",1912,"T4"
"MORENA/PT/PVEM",1913,"control"
"MORENA/PT/PVEM",1914,"T3"
"MORENA/PT/PVEM",1915,"T2"
"MORENA/PT/PVEM",1916,"control"
"MORENA/PT/PVEM",1917,"T3"
"MORENA/PT/PVEM",1918,"T2"
"MORENA/PT/PVEM",1919,"control2"
"MORENA/PT/PVEM",1920,"T1"
"MORENA/PT/PVEM",1921,"T3"
"MORENA/PT/PVEM",1922,"T2"
"MORENA/PT/PVEM",1923,"T3"
"MORENA/PT/PVEM",1924,"T4"
"MORENA/PT/PVEM",1925,"control2"
"MORENA/PT/PVEM",1926,"T2"
"MORENA/PT/PVEM",1927,"control"
"MORENA/PT/PVEM",1928,"T1"
"MORENA/PT/PVEM",1929,"T4"
"MORENA/PT/PVEM",1930,"control"
"MORENA/PT/PVEM",1931,"T1"
"MORENA/PT/PVEM",1932,"T2"
"MORENA/PT/PVEM",1933,"T4"
"MORENA/PT/PVEM",1934,"control"
"MORENA/PT/PVEM",1935,"T2"
"MORENA/PT/PVEM",1936,"control2"
"MORENA/PT/PVEM",1937,"T3"
"MORENA/PT/PVEM",1938,"T4"
"MORENA/PT/PVEM",1939,"T3"
"MORENA/PT/PVEM",1940,"control"
"MORENA/PT/PVEM",1941,"control2"
"MORENA/PT/PVEM",1942,"T3"
"MORENA/PT/PVEM",1943,"T3"
"MORENA/PT/PVEM",1944,"T2"
"MORENA/PT/PVEM",1945,"T4"
"MORENA/PT/PVEM",1946,"control"
"MORENA/PT/PVEM",1947,"T2"
"MORENA/PT/PVEM",1948,"T4"
"MORENA/PT/PVEM",1949,"T1"
"MORENA/PT/PVEM",1950,"control"
"MORENA/PT/PVEM",1951,"T4"
"MORENA/PT/PVEM",1952,"T3"
"MORENA/PT/PVEM",1953,"T1"
"MORENA/PT/PVEM",1954,"T2"
"MORENA/PT/PVEM",1955,"control2"
"MORENA/PT/PVEM",1956,"T3"
"MORENA/PT/PVEM",1957,"control"
"MORENA/PT/PVEM",1958,"T4"
"MORENA/PT/PVEM",1959,"control"
"MORENA/PT/PVEM",1960,"T2"
"MORENA/PT/PVEM",1961,"T4"
"MORENA/PT/PVEM",1962,"T3"
"MORENA/PT/PVEM",1963,"T2"
"MORENA/PT/PVEM",1964,"control"
"MORENA/PT/PVEM",1965,"T3"
"MORENA/PT/PVEM",1966,"control2"
"MORENA/PT/PVEM",1967,"T1"
"MORENA/PT/PVEM",1968,"T2"
